author_institution,country,chosen_latitude,chosen_longitude,total_authors,elite_authors,elite_percentage,is_elite
Valparaiso University,United States,41.46359253,-87.04238129,8,1.0,12.5,False
Van Lang University,Viet Nam,10.7628746,106.69329071,1,1.0,100.0,True
Vancouver Coastal Health,Canada,49.26356506,-123.13857269,3,1.0,33.33333333333333,True
Vancouver General Hospital,Canada,49.26152802,-123.12171173,10,3.0,30.0,True
Vanderbilt University,United States,36.14656448,-86.80371857,210,87.0,41.42857142857143,True
Vanderbilt University Medical Center,United States,36.14096832,-86.80210876,27,8.0,29.629629629629626,True
Vanke (China),China,29.06916046,91.86723328,1,0.0,0.0,False
Vanuatu Cultural Centre,Vanuatu,-15.38093185,166.88825989,1,0.0,0.0,False
Varendra University,Bangladesh,23.75289917,90.37760162,1,0.0,0.0,False
Varian Medical Systems (Switzerland),Switzerland,46.80123901,8.23096466,1,0.0,0.0,False
Varna University of Management,Bulgaria,43.21212006,27.90924263,1,0.0,0.0,False
Vasile Goldis Western University of Arad,Romania,46.17538071,21.31963348,1,0.0,0.0,False
Vassar College,United States,41.68684387,-73.89531708,15,5.0,33.33333333333333,True
Vattenfall (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Vaughn College of Aeronautics and Technology,United States,40.76804352,-73.8819046,8,2.0,25.0,True
Vavilov Institute of General Genetics,Russian Federation,59.94238281,30.29694748,3,1.0,33.33333333333333,True
VeDeCoM Institute,France,46.62480927,2.45837498,8,0.0,0.0,False
Vecna Technologies (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Vector (United States),United States,40.21833038,-79.48777771,3,2.0,66.66666666666666,True
Vector Institute,Canada,62.57398605,-96.60810852,4,1.0,25.0,True
Veer Bahadur Singh Purvanchal University,India,25.83178139,82.67942047,3,1.0,33.33333333333333,True
Veer Surendra Sai University of Technology,India,21.49729729,83.90402222,19,1.0,5.263157894736842,False
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,India,23.37608147,85.33279419,9,1.0,11.11111111111111,False
Velammal Medical College Hospital and Research Institute,India,22.35250664,79.36367798,1,0.0,0.0,False
Velindre Cancer Centre,United Kingdom,51.51664734,-3.22889209,3,0.0,0.0,False
Velindre NHS Trust,United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Vellore Institute of Technology University,India,12.84076118,80.15397644,57,4.0,7.017543859649122,False
Venice International University,Italy,45.41860962,12.3572197,1,0.0,0.0,False
Veolia (France),France,47.92593384,-1.90046334,1,0.0,0.0,False
Verint Systems (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Verisk Analytics (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Verlab (Bosnia and Herzegovina),Bosnia and Herzegovina,44.30534744,17.59614754,2,0.0,0.0,False
Versus Arthritis,United Kingdom,53.9438324,-2.55056405,1,1.0,100.0,True
Vertex Pharmaceuticals (United States),United States,40.21833038,-79.48777771,2,1.0,50.0,True
VetAgro Sup,France,45.77819443,3.17634916,1,1.0,100.0,True
Veterans Health Administration,United States,32.98955917,-96.74806213,9,4.0,44.44444444444444,True
VicRoads,Australia,-37.68376541,145.07044983,1,0.0,0.0,False
Vicomtech,Spain,40.3901062,-3.55436611,10,0.0,0.0,False
Victoria Hospital,Canada,44.29972458,-78.34819794,1,0.0,0.0,False
Victoria School of Management,Switzerland,47.00690079,8.33720016,2,1.0,50.0,True
Victoria University,Australia,-37.79314804,144.89918518,24,6.0,25.0,True
Victoria University of Wellington,New Zealand,-36.8482666,174.76774597,37,8.0,21.62162162162162,True
Victorian Curriculum and Assessment Authority,Australia,-25.72804832,134.49017334,6,0.0,0.0,False
Vidyasagar University,India,22.43027687,87.29862976,1,1.0,100.0,True
Vidyasirimedhi Institute of Science and Technology,Thailand,15.13178921,101.01837921,6,0.0,0.0,False
VieCuri Medisch Centrum,Netherlands,51.96601105,5.66371346,2,1.0,50.0,True
Vienna Challenge Chamber,Austria,48.20920563,16.37277794,3,1.0,33.33333333333333,True
Vienna General Hospital,Austria,48.22000122,16.34749985,1,0.0,0.0,False
Vienna Institute of Demography,Austria,48.20920563,16.37277794,2,1.0,50.0,True
Vienna University of Economics and Business,Austria,48.21477509,16.40626526,32,9.0,28.125,True
Viet Duc Hospital,Viet Nam,13.4233942,108.25662231,2,0.0,0.0,False
Vietnam Academy of Agricultural Sciences,Viet Nam,13.4233942,108.25662231,1,0.0,0.0,False
Vietnam Academy of Science and Technology,Viet Nam,13.4233942,108.25662231,10,0.0,0.0,False
Vietnam Maritime University,Viet Nam,20.83705902,106.69495392,1,0.0,0.0,False
Vietnam National University Ho Chi Minh City,Viet Nam,10.78279972,106.69519806,5,0.0,0.0,False
Vietnam National University of Agriculture,Viet Nam,21.00460052,105.93869781,7,0.0,0.0,False
"Vietnam National University, Hanoi",Viet Nam,21.03038406,105.85530853,6,1.0,16.666666666666664,False
Vietnam Posts and Telecommunications Group (Vietnam),Viet Nam,13.4233942,108.25662231,5,0.0,0.0,False
"Vignan's Foundation for Science, Technology & Research",India,22.35250664,79.36367798,6,0.0,0.0,False
Villanova University,United States,40.03770828,-75.3375473,9,3.0,33.33333333333333,True
Vilnius Gediminas Technical University,Lithuania,54.72195816,25.33644676,23,5.0,21.73913043478261,True
Vilnius University,Lithuania,54.68289185,25.28772926,8,1.0,12.5,False
VinUniversity,Viet Nam,13.4233942,108.25662231,1,0.0,0.0,False
Vinci (France),France,47.92593384,-1.90046334,1,0.0,0.0,False
Vinh University,Viet Nam,13.4233942,108.25662231,1,0.0,0.0,False
Vinitex Laboratory Systems (Netherlands),Netherlands,52.24563217,5.62691021,1,0.0,0.0,False
Vinzenz Pallotti University,Germany,49.41784668,8.66932392,2,0.0,0.0,False
Vion Pharmaceuticals (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Virginia Commonwealth University,United States,37.54962158,-77.44757843,31,10.0,32.25806451612903,True
Virginia Commonwealth University Medical Center,United States,29.96051025,-90.08135986,1,0.0,0.0,False
Virginia Military Institute,United States,37.79045868,-79.43662262,1,0.0,0.0,False
Virginia Tech,United States,37.21538162,-80.42939758,186,55.0,29.56989247311828,True
Virginia Tech - Wake Forest University School of Biomedical Engineering & Sciences,United States,36.13438797,-80.27618408,2,0.0,0.0,False
Virginia Transportation Research Council,United States,37.51290894,-78.69778442,1,0.0,0.0,False
Virginia–Maryland College of Veterinary Medicine,United States,37.2179985,-80.4280014,3,0.0,0.0,False
Virtual Reality Medical Center,United States,29.7095108,-95.3981781,1,1.0,100.0,True
Virtual University of Pakistan,Pakistan,29.39997482,68.81533813,6,0.0,0.0,False
Vision Cooperative Research Centre,Australia,-25.72804832,134.49017334,2,1.0,50.0,True
Visionary Pharmaceuticals (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Visiting Nurse Association,United States,39.50357056,-99.01834106,5,1.0,20.0,True
Vistec Electron Beam (Germany),Germany,51.09198761,10.38080788,1,0.0,0.0,False
Vistula University,Poland,52.15882492,21.03396797,1,0.0,0.0,False
Visva-Bharati University,India,23.67942429,87.68556976,1,0.0,0.0,False
Visvesvaraya National Institute of Technology,India,21.12618637,79.05070496,9,1.0,11.11111111111111,False
Visvesvaraya Technological University,India,15.77881145,74.46208954,3,0.0,0.0,False
Vita-Salute San Raffaele University,Italy,45.50691223,9.26762199,12,5.0,41.66666666666667,True
Vital Research,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Vlaams Instituut voor Biotechnologie,Belgium,51.01792526,3.69406676,1,0.0,0.0,False
Vlerick Business School,Belgium,51.05189514,3.72891045,1,0.0,0.0,False
Vocalid (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Vocapia Research (France),France,47.92593384,-1.90046334,1,0.0,0.0,False
Volda University College,Norway,62.14840317,6.08141422,1,0.0,0.0,False
Volkswagen Group (Germany),Germany,51.09198761,10.38080788,3,0.0,0.0,False
Volkswagen Group (United States),United States,40.21833038,-79.48777771,10,0.0,0.0,False
Vollum Institute,United States,38.38342285,-81.76409912,1,0.0,0.0,False
Vologda State University,Russian Federation,59.12053299,37.93037796,1,0.0,0.0,False
Volvo (Sweden),Sweden,60.6749,17.162592,10,0.0,0.0,False
Volvo (United States),United States,40.21833038,-79.48777771,3,0.0,0.0,False
Vorarlberg University of Applied Sciences,Austria,47.40625381,9.74405384,1,0.0,0.0,False
Vrije Universiteit Amsterdam,Netherlands,52.33486176,4.86394644,97,31.0,31.958762886597935,True
Vrije Universiteit Brussel,Belgium,50.82289505,4.39537907,74,24.0,32.432432432432435,True
Vulcan (United States),United States,33.49171829,-86.79551697,4,0.0,0.0,False
Vytautas Magnus University,Lithuania,55.34999847,23.75,1,0.0,0.0,False
Växjö Kommun,Sweden,56.93118668,14.8735714,7,2.0,28.57142857142857,True
W. M. Keck Foundation,United States,39.50357056,-99.01834106,4,3.0,75.0,True
W/E Consultants,Netherlands,52.24563217,5.62691021,1,0.0,0.0,False
WHU – Otto Beisheim School of Management,Germany,50.4002533,7.61330843,6,1.0,16.666666666666664,False
WWF-India,India,26.0,91.0,1,1.0,100.0,True
WWF-UK,United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Wageningen University & Research,Netherlands,51.96643448,5.65831041,146,48.0,32.87671232876712,True
Waikato District Health Board,New Zealand,-37.53791046,175.073349,1,0.0,0.0,False
Waitemata District Health Board,New Zealand,-41.50008392,172.83441162,1,0.0,0.0,False
Wakayama University,Japan,34.26583099,135.15194702,3,1.0,33.33333333333333,True
Wake Forest University,United States,36.13438797,-80.27618408,55,31.0,56.36363636363636,True
Walden University,United States,44.98137283,-93.26573944,1,0.0,0.0,False
Walloon Agricultural Research Centre,Belgium,50.942338,4.0537,2,0.0,0.0,False
Walmart (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Walt Disney (Switzerland),Switzerland,46.80123901,8.23096466,4,0.0,0.0,False
Walt Disney (United States),United States,34.13043985,-118.47697865,22,5.0,22.727272727272727,True
Walter Reed Army Institute of Research,United States,39.00167084,-77.09471893,2,1.0,50.0,True
Walter Reed National Military Medical Center,United States,39.00167084,-77.09471893,10,1.0,10.0,False
Walter and Eliza Hall Institute of Medical Research,Australia,-37.79800034,144.95599365,2,1.0,50.0,True
Walton Centre,United Kingdom,53.46654129,-2.93099999,3,2.0,66.66666666666666,True
Wan Fang Hospital,"Taiwan, Province of China",23.79999924,121.0,3,1.0,33.33333333333333,True
Warneford Hospital,United Kingdom,51.7508316,-1.22249997,4,2.0,50.0,True
Warsaw University of Technology,Poland,52.22133255,21.00762939,13,2.0,15.384615384615385,False
Waseda University,Japan,35.7066803,139.72232056,33,8.0,24.242424242424242,True
Washington College,United States,39.21869278,-76.06941223,1,0.0,0.0,False
Washington DC VA Medical Center,United States,38.89206314,-77.01991272,2,1.0,50.0,True
Washington State University,United States,46.73244476,-117.15100861,77,23.0,29.87012987012987,True
Washington State University Spokane,United States,47.66218567,-117.40331268,4,1.0,25.0,True
Washington State University Vancouver,United States,45.73151016,-122.63742065,3,2.0,66.66666666666666,True
Washington University Medical Center,United States,29.96051025,-90.08135986,2,2.0,100.0,True
Washington University in St. Louis,United States,38.64799881,-90.30500031,158,60.0,37.9746835443038,True
Washington and Lee University,United States,37.78844833,-79.44136047,1,0.0,0.0,False
Washtenaw Community College,United States,42.26323318,-83.66480255,3,1.0,33.33333333333333,True
Water Research Institute,Italy,43.52555084,12.1600008,1,1.0,100.0,True
Water and Land Resource Centre,Ethiopia,10.21166992,38.65211868,1,0.0,0.0,False
Waterford Institute of Technology,Ireland,52.86519623,-7.97945976,4,0.0,0.0,False
Wayne State College,United States,42.24029922,-97.01763153,1,1.0,100.0,True
Wayne State University,United States,42.35664749,-83.07086945,50,15.0,30.0,True
Webster University,United States,38.58914948,-90.34570313,1,0.0,0.0,False
Weierstrass Institute for Applied Analysis and Stochastics,Germany,51.09198761,10.38080788,1,0.0,0.0,False
Weifang University,China,36.70746994,119.16166687,3,1.0,33.33333333333333,True
Weifang University of Science and Technology,China,31.82197189,117.28058624,1,1.0,100.0,True
Weihai Municipal Hospital,China,37.5130043,122.12051392,3,1.0,33.33333333333333,True
Weihenstephan-Triesdorf University of Applied Sciences,Germany,48.39583588,11.73068237,3,0.0,0.0,False
Weill Cornell Medical College in Qatar,Qatar,25.31818199,51.43900681,2,2.0,100.0,True
Weinan Normal University,China,34.19442749,117.1900177,1,1.0,100.0,True
Weizenbaum Institute,Germany,51.09198761,10.38080788,5,0.0,0.0,False
Weizmann Institute of Science,Israel,31.9080658,34.81433487,49,18.0,36.734693877551024,True
Wellcome / EPSRC Centre for Interventional and Surgical Sciences,United Kingdom,53.9438324,-2.55056405,22,2.0,9.090909090909092,False
Wellcome Centre for Cell Biology,United Kingdom,53.9438324,-2.55056405,3,0.0,0.0,False
Wellcome Centre for Ethics and Humanities,United Kingdom,53.9438324,-2.55056405,3,1.0,33.33333333333333,True
Wellcome Centre for Human Genetics,United Kingdom,53.9438324,-2.55056405,3,2.0,66.66666666666666,True
Wellcome Centre for Human Neuroimaging,United Kingdom,51.52184677,-0.1231557,62,28.0,45.16129032258064,True
Wellcome Centre for Integrative Neuroimaging,United Kingdom,53.9438324,-2.55056405,32,6.0,18.75,False
Wellcome Sanger Institute,United Kingdom,53.9438324,-2.55056405,27,12.0,44.44444444444444,True
Wellcome/MRC Cambridge Stem Cell Institute,United Kingdom,53.9438324,-2.55056405,3,1.0,33.33333333333333,True
Wellesley College,United States,42.29336548,-71.30679321,12,1.0,8.333333333333332,False
Wellness Telecom (Spain),Spain,40.3901062,-3.55436611,1,0.0,0.0,False
Wenzhou City People's Hospital,China,27.99408913,120.69937134,1,0.0,0.0,False
Wenzhou Medical University,China,34.25336075,117.26022339,21,7.0,33.33333333333333,True
Wenzhou University,China,27.99408913,120.69937134,20,3.0,15.0,False
Wesleyan University,United States,41.55544662,-72.65723419,8,0.0,0.0,False
Wessex Institute of Technology,United Kingdom,53.9438324,-2.55056405,1,1.0,100.0,True
West Anhui University,China,31.8455162,117.25159454,1,0.0,0.0,False
West Bengal Electronics Industry Development Corporation Limited (India),India,23.85415077,87.9726944,5,1.0,20.0,True
West Bengal State University,India,22.73976135,88.43583679,4,0.0,0.0,False
West Chester University,United States,39.9521904,-75.60009766,1,0.0,0.0,False
West China Hospital of Sichuan University,China,30.63301086,104.08772278,1,0.0,0.0,False
West China Medical Center of Sichuan University,China,31.55516052,105.99572754,3,2.0,66.66666666666666,True
West Pomeranian University of Technology,Poland,53.42411041,14.53425598,5,1.0,20.0,True
West Suffolk College,United Kingdom,52.24905396,0.69976813,1,0.0,0.0,False
West Virginia School of Osteopathic Medicine,United States,37.80585861,-80.43634033,1,0.0,0.0,False
West Virginia University,United States,39.65337372,-79.95722198,72,10.0,13.88888888888889,False
West Virginia University Hospitals,United States,39.65337372,-79.95722198,1,0.0,0.0,False
West Virginia University Institute of Technology,United States,38.1799736,-81.32186127,1,1.0,100.0,True
Wested,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Western Carolina University,United States,35.31068802,-83.18315887,1,0.0,0.0,False
Western Caspian University,Azerbaijan,40.36512375,49.83084488,2,1.0,50.0,True
Western General Hospital,United Kingdom,50.93278885,-1.43497217,1,1.0,100.0,True
Western Health and Social Care Trust,United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Western Infirmary,United Kingdom,55.87099075,-4.29576111,1,1.0,100.0,True
Western Kentucky University,United States,36.97821808,-86.4562912,1,0.0,0.0,False
Western Michigan University,United States,42.28295135,-85.61138153,15,1.0,6.666666666666667,False
Western New England University,United States,42.1155014,-72.5196991,1,0.0,0.0,False
Western Norway University of Applied Sciences,Norway,60.36889648,5.35107327,2,1.0,50.0,True
