institution,latitude,longitude,is_elite,number_of_authors
Hauptman-Woodward Medical Research Institute,36.43365097,-99.39839172,0,1
Haute École Pédagogique Fribourg,46.81199265,7.15277195,0,1
Haverford College,40.012615,-75.30043,0,6
Haverford College,40.012615,-75.30043,1,1
Hawkeye Community College,42.48992538,-92.34753418,1,1
Hayashi Eye Hospital,36.70438385,136.99925232,1,1
Hayatabad Medical Complex,33.97475052,71.43538666,0,1
He Eye Hospital,50.60310364,9.03111172,1,1
Health Canada,62.57398605,-96.60810852,0,5
Health Data Research UK,53.9438324,-2.55056405,0,1
Health Data Research UK,53.9438324,-2.55056405,1,2
Health Decisions (United States),39.50357056,-99.01834106,0,1
Health Economics and Outcomes Research (United Kingdom),53.9438324,-2.55056405,0,3
Health Economics and Outcomes Research (United Kingdom),53.9438324,-2.55056405,1,1
Health Education North West,-26.26768494,25.51939964,0,1
Health Fidelity (United States),29.74025154,-95.25746918,0,1
Health Information Management,45.18999863,5.71400023,0,2
Health Information Management,45.18999863,5.71400023,1,1
Health Innovations (United States),39.50357056,-99.01834106,0,1
Health Outcomes Solutions (United States),39.50357056,-99.01834106,0,1
Health Sciences Centre,31.795288,-94.1803,0,9
Health Sciences Centre,31.795288,-94.1803,1,4
Health Sciences North,49.449331,11.079368,0,2
Health Sciences North,49.449331,11.079368,1,1
Health Sciences and Nutrition,42.96033478,-81.22541046,0,12
Health Sciences and Nutrition,42.96033478,-81.22541046,1,10
Health Solutions (Sweden),59.67497253,14.52085876,0,3
HealthMedia (United States),39.50357056,-99.01834106,0,1
Healthcare Technology Innovation Centre,34.15884399,-85.66727448,0,1
Healthcare in Sweden,59.67497253,14.52085876,0,1
Healthwise,-33.84014511,151.20631409,0,1
Hearing4all,53.151937255183945,8.166822284072985,0,1
Hearing4all,53.151937255183945,8.166822284072985,1,1
Heart Imaging Technologies (United States),39.50357056,-99.01834106,0,2
Heart Imaging Technologies (United States),39.50357056,-99.01834106,1,1
HeartFlow (United States),39.50357056,-99.01834106,0,1
Heavitree Hospital,50.72440338,-3.51402211,0,1
Hebei Agricultural University,39.30455017,115.00488281,0,3
Hebei General Hospital,39.30455017,115.00488281,0,1
Hebei Normal University,37.59527969,114.30528259,0,1
Hebei Normal University,37.59527969,114.30528259,1,1
Hebei Normal University of Science and Technology,25.41244888,55.50659943,0,1
Hebei Normal University of Science and Technology,25.41244888,55.50659943,1,1
Hebei North University,39.30455017,115.00488281,1,1
Hebei Science and Technology Department,39.30455017,115.00488281,0,4
Hebei Seismological Bureau,39.30455017,115.00488281,1,1
Hebei University,38.87139893,115.51740265,0,9
Hebei University,38.87139893,115.51740265,1,1
Hebei University of Engineering,38.87139893,115.51740265,0,2
Hebei University of Science and Technology,38.87139893,115.51740265,0,3
Hebei University of Science and Technology,38.87139893,115.51740265,1,4
Hebei University of Technology,-33.90242004,151.20779419,0,21
Hebei University of Technology,-33.90242004,151.20779419,1,4
Hebrew College,42.32529449,-71.18875885,0,2
Hebrew College,42.32529449,-71.18875885,1,4
Hebrew SeniorLife,38.93370056,-77.07810211,0,1
Hebrew University of Jerusalem,31.77344513,35.19736862,0,48
Hebrew University of Jerusalem,31.77344513,35.19736862,1,23
Hefei Institutes of Physical Science,31.82052612,117.22711182,0,15
Hefei Institutes of Physical Science,31.82052612,117.22711182,1,4
Hefei National Center for Physical Sciences at Nanoscale,31.82052612,117.22711182,0,12
Hefei National Center for Physical Sciences at Nanoscale,31.82052612,117.22711182,1,12
Hefei University,31.82052612,117.22711182,0,3
Hefei University,31.82052612,117.22711182,1,2
Hefei University of Technology,31.82052612,117.22711182,0,50
Hefei University of Technology,31.82052612,117.22711182,1,21
Heidelberg Institute for Theoretical Studies,49.4019165,8.68029976,0,6
Heidelberg Institute for Theoretical Studies,49.4019165,8.68029976,1,2
Heidelberg University,49.41784668,8.66932392,0,103
Heidelberg University,49.41784668,8.66932392,1,37
Heidelberg University of Education,49.4204216,8.6842432,0,3
Heihe University,50.24520874,127.52825928,0,2
Heilbronn University,49.12274933,9.20631981,0,2
Heilongjiang Academy of Land Reclamation Sciences,47.98600006,127.65445709,0,2
Heilongjiang Academy of Sciences,47.98600006,127.65445709,0,1
Heilongjiang University,45.70700073,126.61699677,0,4
Heilongjiang University of Science and Technology,31.82197189,117.28058624,0,7
Heinrich Heine University Düsseldorf,51.18841934,6.79547024,0,35
Heinrich Heine University Düsseldorf,51.18841934,6.79547024,1,14
Helios Endo-Klinik Hamburg,53.55725479,9.99596596,0,1
Helios Endo-Klinik Hamburg,53.55725479,9.99596596,1,1
Helios Kliniken,60.15539169,24.95544434,1,1
Helios Universitätsklinikum Wuppertal,51.25611496,7.15075207,0,1
Helios Universitätsklinikum Wuppertal,51.25611496,7.15075207,1,1
Hella (Germany),51.09198761,10.38080788,0,4
Hellenic Air Force,42.962876,13.489347,0,1
Hellenic Centre for Marine Research,31.795288,-94.1803,0,3
Hellenic Centre for Marine Research,31.795288,-94.1803,1,2
Hellenic Mediterranean University,35.31754684,25.10271835,0,5
Hellenic Open University,38.20640945,21.76812363,0,1
Hellenic Telecommunications Organization (Greece),38.99536896,21.98771286,0,1
Helmholtz Center for Information Security,-36.44709015,141.79785156,0,3
Helmholtz Center for Information Security,-36.44709015,141.79785156,1,1
Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,52.38259888,13.06439972,0,9
Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,52.38259888,13.06439972,1,6
Helmholtz Centre for Environmental Research,34.15884399,-85.66727448,0,11
Helmholtz Centre for Environmental Research,34.15884399,-85.66727448,1,6
Helmholtz Centre for Infection Research,34.15884399,-85.66727448,0,1
Helmholtz Centre for Infection Research,34.15884399,-85.66727448,1,2
Helmholtz Institute Freiberg for Resource Technology,50.91403961,13.33723164,0,7
Helmholtz Zentrum München,48.22249985,11.59333038,0,37
Helmholtz Zentrum München,48.22249985,11.59333038,1,15
Helmholtz-Zentrum Berlin für Materialien und Energie,52.52342987,13.41143608,0,3
Helmholtz-Zentrum Berlin für Materialien und Energie,52.52342987,13.41143608,1,3
Helmholtz-Zentrum Dresden-Rossendorf,51.06361008,13.94972229,0,5
Helmholtz-Zentrum Hereon,48.22249985,11.59333038,0,7
Helmholtz-Zentrum Hereon,48.22249985,11.59333038,1,1
Helmut Schmidt University,53.56777954,10.1072197,0,3
Helsinki Art Museum,60.1674881,24.94274712,0,1
Helsinki Institute for Information Technology,60.168751,24.941661,0,18
Helsinki Institute for Information Technology,60.168751,24.941661,1,2
Helsinki University Hospital,60.16988754,24.94908524,0,8
Helsinki University Hospital,60.16988754,24.94908524,1,4
Helwan University,29.86694717,31.31535149,0,9
Henan Institute of Geological Survey,33.88076019,113.61964417,0,1
Henan Institute of Science and Technology,33.88076019,113.61964417,0,7
Henan Institute of Science and Technology,33.88076019,113.61964417,1,2
Henan Normal University,35.32550049,113.90720367,0,14
Henan Normal University,35.32550049,113.90720367,1,3
Henan Polytechnic University,33.88076019,113.61964417,0,17
Henan Polytechnic University,33.88076019,113.61964417,1,6
Henan Province Quality and Technical Supervision Bureau,33.88076019,113.61964417,0,1
Henan Province Water Conservancy Survey and Design Research,33.88076019,113.61964417,0,1
Henan Provincial People's Hospital,34.77464676,113.69335938,0,4
Henan Provincial People's Hospital,34.77464676,113.69335938,1,2
Henan Psychiatric Hospital,33.88076019,113.61964417,1,3
Henan University,34.81140137,114.36949921,0,16
Henan University,34.81140137,114.36949921,1,5
Henan University of Economic and Law,52.40634918,16.91832733,1,1
Henan University of Science and Technology,31.82197189,117.28058624,0,2
Henan University of Science and Technology,31.82197189,117.28058624,1,1
Henan University of Technology,-33.90242004,151.20779419,0,4
Hengyang Normal University,26.88043022,112.67832947,0,1
Hengyang Normal University,26.88043022,112.67832947,1,1
Henry Ford Health System,42.36702728,-83.08430481,0,3
Henry Ford Health System,42.36702728,-83.08430481,1,2
Henry Ford Hospital,42.36702728,-83.08430481,0,6
Henry Ford Hospital,42.36702728,-83.08430481,1,6
Henry M. Jackson Foundation,32.30289841,-90.18348694,0,2
Henry M. Jackson Foundation,32.30289841,-90.18348694,1,1
Heriot-Watt University,55.91089249,-3.32290792,0,53
Heriot-Watt University,55.91089249,-3.32290792,1,9
Heriot-Watt University Malaysia,55.91089249,-3.32290792,0,1
Heriot-Watt University Malaysia,55.91089249,-3.32290792,1,1
Herlev Hospital,55.73140717,12.44212055,1,1
Hertfordshire Partnership University NHS Foundation Trust,-31.456667,27.603056,1,1
Hertie Institute for Clinical Brain Research,-37.70576477,145.18823242,0,5
Hertie Institute for Clinical Brain Research,-37.70576477,145.18823242,1,1
Hertie School,52.51280975,13.38928318,0,1
Hertie School,52.51280975,13.38928318,1,1
Herzberg Institute of Astrophysics,40.945847,40.266544,1,1
Herzen University,51.593391,7.138415,0,1
Hesse (Germany),50.60310364,9.03111172,0,1
Heuristics and Diagnostics for Complex Systems,35.57819366,-80.06643677,0,8
Heuristics and Diagnostics for Complex Systems,35.57819366,-80.06643677,1,1
Hewlett Packard Enterprise (United States),36.04234314,-115.17012024,0,14
Hewlett Packard Enterprise (United States),36.04234314,-115.17012024,1,2
Hewlett-Packard (Japan),36.65415573,137.9765625,0,1
Hewlett-Packard (United States),36.66677856,-84.05555725,0,16
Hewlett-Packard (United States),36.66677856,-84.05555725,1,8
Hexagon (Belgium),50.64095688,4.66128588,0,1
Hietzing hospital,48.18653107,16.29849243,1,1
High Altitude Observatory,-33.94190598,18.46736908,1,1
High Energy Accelerator Research Organization,52.61088943,-1.71363342,0,1
High Energy Accelerator Research Organization,52.61088943,-1.71363342,1,1
High Throughput Biology (United States),39.50357056,-99.01834106,0,2
Higher Colleges of Technology,-0.2934083,36.01538086,0,1
Higher Colleges of Technology,-0.2934083,36.01538086,1,1
Higher Education Academy,3.0030418,30.9158617,1,1
Higher Education Commission,41.91841125,12.52056694,0,1
Higher Institute for Applied Sciences and Technology,33.55400085,36.31228638,0,6
Higher Institute of Engineering,53.24150085,6.53189993,0,4
Higher Institute of Engineering,53.24150085,6.53189993,1,1
Higher Technological Institute,30.30620003,31.75620079,0,4
Higher University of San Andrés,-34.56098,-58.53946,0,1
Highland Community College - Illinois,42.28279877,-89.6733017,0,1
Highland Community College - Illinois,42.28279877,-89.6733017,1,3
Hindawi (United Kingdom),53.9438324,-2.55056405,0,1
Hippocration General Hospital,19.41304016,-99.15193939,0,1
Hiroshima City University,34.4383316,132.41444397,0,1
Hiroshima University,34.38222122,132.45805359,0,20
Hiroshima University,34.38222122,132.45805359,1,9
Hiroshima University Hospital,34.38222122,132.45805359,0,1
Hiroshima University Hospital,34.38222122,132.45805359,1,3
Hiroshima University of Economics,34.44832993,132.45666504,0,1
Hisamitsu Pharmaceutical (Japan),36.65415573,137.9765625,0,3
Hisense (China),36.55937195,103.7533493,0,4
Hisense (China),36.55937195,103.7533493,1,1
Hispanics in Philanthropy,39.9199791,-86.28180695,0,1
Historic Environment Scotland,56.19932938,-3.67161798,0,4
Hitachi (Japan),36.59913254,140.65046692,0,7
Hitachi (Japan),36.59913254,140.65046692,1,2
Hitachi (United Kingdom),53.9438324,-2.55056405,1,1
Hitotsubashi University,35.69374084,139.44508362,0,1
Hiwin Technologies (Taiwan),24.0,121.0,0,1
Ho Chi Minh City University of Science,10.77653027,106.70097351,0,1
Ho Chi Minh City University of Technology,10.77340984,106.65962219,0,7
Hochschule Aalen,48.83805084,10.07384109,0,4
Hochschule Bielefeld,52.0352478,8.50282288,0,1
Hochschule Bonn-Rhein-Sieg,50.78037643,7.18214703,0,3
Hochschule Bremen,53.10860825,8.85361004,0,1
Hochschule Ulm,48.39962387,9.99660683,0,2
Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences,51.03731155,13.73554802,0,1
Hocoma (Switzerland),46.80123901,8.23096466,1,1
Hodeidah University,14.7978678,42.9544871,0,3
Hofstra University,40.71727371,-73.59940338,0,2
Hohai University,32.0588913,118.75417328,0,46
Hohai University,32.0588913,118.75417328,1,14
Hohhot Minzu College,40.84262085,111.74868011,0,1
Hokkai Gakuen University,43.04576874,141.36810303,0,1
Hokkaido University,43.07468796,141.34083557,0,35
Hokkaido University,43.07468796,141.34083557,1,15
Holland Bloorview Kids Rehabilitation Hospital,43.71844864,-79.37290192,0,1
Holland Bloorview Kids Rehabilitation Hospital,43.71844864,-79.37290192,1,2
Holland College,46.23914719,-63.12179565,0,1
Holst Centre (Netherlands),52.24563217,5.62691021,0,3
Holst Centre (Netherlands),52.24563217,5.62691021,1,2
Holy Spirit University of Kaslik,33.98250198,35.61873245,0,1
Homerton University Hospital,51.55072403,-0.0455637,0,3
Honda (Germany),51.09198761,10.38080788,0,2
Honda (Germany),51.09198761,10.38080788,1,2
Honda (Japan),34.892909,136.937294,0,2
Honda (Japan),34.892909,136.937294,1,2
Honda (United States),34.61553955,-120.63350677,0,15
Honda (United States),34.61553955,-120.63350677,1,1
Honeywell (Czechia),49.74390411,15.33810616,0,2
Honeywell (United States),54.934252,48.832776,0,7
Honeywell (United States),54.934252,48.832776,1,1
Hong Kong Baptist University,22.33889008,114.18193817,0,23
Hong Kong Baptist University,22.33889008,114.18193817,1,8
Hong Kong Design Centre,22.42118263,114.16609955,0,3
Hong Kong Design Centre,22.42118263,114.16609955,1,1
Hong Kong Eye Hospital,22.32500076,114.1847229,0,2
Hong Kong Polytechnic University,22.30500031,114.18000031,0,113
Hong Kong Polytechnic University,22.30500031,114.18000031,1,84
Hong Kong Sanatorium and Hospital,22.26931,114.18293762,0,3
Hong Kong Sanatorium and Hospital,22.26931,114.18293762,1,2
Hong Kong Shue Yan University,22.28619957,114.19799805,0,2
Hong Kong University of Science and Technology,22.33749962,114.26300049,0,120
Hong Kong University of Science and Technology,22.33749962,114.26300049,1,49
Honghu People’s Hospital,29.82703972,113.47602844,0,1
Hongik University,37.55055618,126.92583466,0,4
Hope Center for Neurological Disorders,33.66701889,-93.59151459,1,1
Hope College,42.78804779,-86.10375977,0,5
Hopp Children's Cancer Center Heidelberg,49.4019165,8.68029976,0,1
Hopp Children's Cancer Center Heidelberg,49.4019165,8.68029976,1,9
Horia Hulubei National Institute for R and D in Physics and Nuclear Engineering,30.8785305,119.49635315,0,1
Hormozgan University,27.71980858,56.3358078,0,1
Hosei University,35.69556046,139.74139404,0,1
Hoseo University,9.932607,-84.07486,0,1
Hospices Civils de Lyon,45.76066589,4.8317709,0,3
Hospices Civils de Lyon,45.76066589,4.8317709,1,3
Hospitais da Universidade de Coimbra,40.2209053,-8.41304302,0,3
Hospitais da Universidade de Coimbra,40.2209053,-8.41304302,1,2
Hospital Braga,41.55176163,-8.42290306,0,1
Hospital Clínic de Barcelona,41.38791656,2.16991878,0,10
Hospital Clínic de Barcelona,41.38791656,2.16991878,1,4
Hospital Clínico Universitario de Valencia,39.47023773,-0.37680489,0,1
Hospital Clínico Universitario de Valencia,39.47023773,-0.37680489,1,1
Hospital Del Mar,32.95938492,-117.26630402,0,1
Hospital Del Mar,32.95938492,-117.26630402,1,1
Hospital Erasto Gaertner,-25.4533596,-49.23871613,0,1
Hospital General Universitario De Valencia,39.47023773,-0.37680489,0,1
Hospital General Universitario Gregorio Marañón,40.43792343,-3.69138455,0,1
Hospital General Universitario Gregorio Marañón,40.43792343,-3.69138455,1,2
Hospital General Universitario de Ciudad Real,19.41304016,-99.15193939,0,1
Hospital General de Elda,38.47803497,-0.79046392,0,1
Hospital Infantil Universitario Niño Jesús,5.130843,-74.1573,0,3
Hospital Israelita Albert Einstein,-23.59997749,-46.71522141,0,3
Hospital Jerez Puerta del Sur,34.68929,-118.28921,0,1
Hospital Mare de Déu de la Mercè,41.3769722,2.13758993,0,5
Hospital Nacional de Parapléjicos,8.97282982,-79.53379059,0,2
Hospital Prof. Dr. Fernando Fonseca,10.88618088,-72.83800507,0,1
